ID_Registro,Ciudad,Fecha,Hora,Latitud,Longitud,Tipo_Zona,Tipo_Sensor,Fuente_Principal_Ruido,Nivel_Ruido_dB,Clasificacion_Normativa,Indice_Movilidad,Flujo_Vehicular_veh_h,Velocidad_Promedio_kmh,Saturacion_Transporte,Condicion_Climatica,Calidad_Señal_Sensor,Observaciones
COL-0672,Bucaramanga,2023-08-09,13,7.0747,-73.1539,Residencial,Sensor_Móvil,Construcción,69.7,Crítico,26,231,47.2,0.24,Nublado,0.85,Semáforo averiado
COL-0583,Bucaramanga,2023-09-09,11,7.0983,-73.1402,Mixta,Sensor_Fijo,Tráfico_Vehicular,68.5,Alto,52,751,49.5,0.57,Nublado,0.87,Festival o concierto
COL-0073,Bucaramanga,2023-09-10,16,7.1261,-73.1381,Comercial,Sensor_Fijo,Comercio,67.6,Moderado,69,759,24.8,0.98,Despejado,0.82,Moto dañada transitando
COL-0445,Bucaramanga,2023-09-27,1,7.0914,-73.1057,Comercial,Sensor_Móvil,Transporte_Público,54.3,Bajo,21,308,53.0,0.32,Nublado,0.92,Evento especial cercano
COL-0950,Bucaramanga,2023-10-03,17,7.1045,-73.1058,Residencial,Sensor_Fijo,Tráfico_Vehicular,54.0,Moderado,65,807,30.6,0.82,Nublado,0.82,Festival o concierto
COL-0555,Bucaramanga,2023-10-15,23,7.1169,-73.0886,Mixta,Sensor_Fijo,Industrial,66.9,Alto,18,169,55.7,0.15,Despejado,0.97,Mercado informal
COL-0449,Bucaramanga,2023-11-04,22,7.0785,-73.0992,Comercial,Sensor_Fijo,Tráfico_Vehicular,65.8,Moderado,35,500,39.2,0.49,Nublado,0.72,Moto dañada transitando
COL-0310,Bucaramanga,2023-11-27,7,7.1252,-73.1579,Comercial,Sensor_Móvil,Tráfico_Vehicular,73.7,Alto,89,764,24.8,1.0,Lluvioso,0.88,Festival o concierto
COL-0321,Bucaramanga,2023-12-17,15,7.1093,-73.0802,Comercial,Sensor_Ciudadano,Tráfico_Vehicular,71.9,Alto,61,598,36.7,0.88,Lluvioso,0.82,Semáforo averiado
COL-0129,Bucaramanga,2024-02-06,17,7.1529,-73.1615,Residencial,Sensor_Fijo,Comercio,54.2,Moderado,61,910,28.6,0.87,Lluvioso,0.88,Alta afluencia peatonal
COL-0100,Bucaramanga,2024-02-20,1,7.073,-73.1058,Residencial,Sensor_Móvil,Tráfico_Vehicular,30.0,Bajo,0,0,53.5,0.05,Nublado,0.81,Alta afluencia peatonal
COL-0742,Bucaramanga,2024-02-24,2,7.1082,-73.1377,Residencial,Sensor_Fijo,Comercio,34.5,Bajo,0,0,60.1,0.0,Nublado,0.92,Evento especial cercano
COL-0308,Bucaramanga,2024-03-21,19,7.1346,-73.1328,Mixta,Sensor_Fijo,Construcción,89.2,Crítico,89,1146,21.1,1.0,Nublado,0.75,Semáforo averiado
COL-0516,Bucaramanga,2024-05-07,17,7.1246,-73.1635,Residencial,Sensor_Fijo,Transporte_Público,62.8,Crítico,63,606,43.8,0.87,Despejado,0.8,Evento especial cercano
COL-0237,Bucaramanga,2024-05-30,15,7.1349,-73.1383,Hospitalaria,Sensor_Ciudadano,Construcción,61.0,Crítico,34,444,45.0,0.45,Lluvioso,0.85,Moto dañada transitando
COL-0846,Bucaramanga,2024-06-05,8,7.1256,-73.1711,Industrial,Sensor_Fijo,Construcción,102.3,Crítico,72,631,31.4,1.0,Nublado,0.98,Alta afluencia peatonal
COL-0303,Bucaramanga,2024-06-11,22,7.1222,-73.0764,Comercial,Sensor_Fijo,Tráfico_Vehicular,66.3,Moderado,25,359,48.6,0.3,Despejado,0.76,Alta afluencia peatonal
COL-0300,Bucaramanga,2024-06-13,16,7.0809,-73.1306,Industrial,Sensor_Fijo,Transporte_Público,85.9,Alto,60,891,32.6,0.75,Despejado,1.0,Alta afluencia peatonal
COL-0786,Bucaramanga,2024-06-30,12,7.1171,-73.0721,Industrial,Sensor_Móvil,Tráfico_Vehicular,81.2,Alto,55,466,40.9,0.65,Despejado,0.78,Obra en construcción
COL-0116,Bucaramanga,2024-07-13,17,7.0861,-73.0871,Residencial,Sensor_Móvil,Construcción,63.4,Crítico,63,628,36.1,0.91,Despejado,0.86,Moto dañada transitando
COL-0228,Bucaramanga,2024-09-21,18,7.099,-73.0728,Comercial,Sensor_Fijo,Transporte_Público,77.9,Crítico,92,1049,25.4,1.0,Despejado,0.8,Operación normal
COL-0262,Bucaramanga,2024-10-15,12,7.1258,-73.1085,Mixta,Sensor_Fijo,Tráfico_Vehicular,62.0,Moderado,55,742,35.3,0.82,Lluvioso,0.97,Evento especial cercano
COL-0039,Bucaramanga,2025-01-11,18,7.0885,-73.1309,Mixta,Sensor_Móvil,Construcción,79.4,Crítico,87,700,27.2,1.0,Despejado,0.81,Alta afluencia peatonal
COL-0794,Bucaramanga,2025-01-31,8,7.0822,-73.1404,Residencial,Sensor_Fijo,Tráfico_Vehicular,57.7,Alto,55,673,38.2,0.64,Despejado,0.82,Semáforo averiado
COL-0144,Bucaramanga,2025-02-24,8,7.0815,-73.1471,Mixta,Sensor_Fijo,Construcción,82.3,Crítico,78,1080,33.7,0.92,Nublado,0.88,Obra en construcción
COL-0196,Bucaramanga,2025-03-05,5,7.1192,-73.0791,Residencial,Sensor_Móvil,Transporte_Público,48.2,Moderado,0,0,68.1,0.0,Lluvioso,0.96,Medición estándar
COL-0894,Bucaramanga,2025-03-17,9,7.1237,-73.1631,Residencial,Sensor_Móvil,Transporte_Público,50.5,Moderado,60,486,25.8,0.81,Despejado,0.74,Evento especial cercano
COL-0029,Bucaramanga,2025-04-15,16,7.1264,-73.1464,Comercial,Sensor_Fijo,Industrial,80.1,Crítico,54,569,40.2,0.68,Despejado,0.94,Medición estándar
COL-0346,Bucaramanga,2025-07-03,16,7.091,-73.154,Residencial,Sensor_Móvil,Tráfico_Vehicular,53.1,Moderado,24,276,44.7,0.44,Lluvioso,0.79,Evento especial cercano
COL-0336,Bucaramanga,2025-07-10,3,7.1517,-73.1483,Mixta,Sensor_Fijo,Transporte_Público,56.8,Moderado,29,318,41.2,0.5,Despejado,0.71,Medición estándar
COL-0316,Bucaramanga,2025-07-20,19,7.1628,-73.1377,Industrial,Sensor_Móvil,Tráfico_Vehicular,83.6,Alto,75,612,30.8,1.0,Despejado,0.98,Obra en construcción
COL-0287,Bucaramanga,2025-08-04,8,7.0899,-73.1175,Mixta,Sensor_Fijo,Tráfico_Vehicular,74.2,Crítico,88,1188,30.2,1.0,Nublado,0.8,Mercado informal
COL-0645,Bucaramanga,2025-08-09,16,7.1372,-73.1586,Industrial,Sensor_Fijo,Industrial,93.0,Crítico,52,693,35.0,0.67,Lluvioso,0.72,Evento especial cercano
COL-0111,Bucaramanga,2025-09-02,10,7.1287,-73.0847,Mixta,Sensor_Fijo,Tráfico_Vehicular,69.3,Alto,61,672,38.7,0.73,Despejado,0.75,Evento especial cercano
COL-0479,Bucaramanga,2025-09-17,8,7.1576,-73.1679,Mixta,Sensor_Fijo,Comercio,72.0,Crítico,89,713,17.8,1.0,Despejado,0.75,Alta afluencia peatonal
COL-0451,Bucaramanga,2025-10-04,7,7.1027,-73.0989,Hospitalaria,Sensor_Fijo,Industrial,63.8,Crítico,70,933,40.2,0.88,Despejado,0.95,Semáforo averiado
COL-0723,Bucaramanga,2025-10-06,18,7.0805,-73.1516,Comercial,Sensor_Ciudadano,Tráfico_Vehicular,76.9,Alto,86,954,21.2,0.99,Despejado,0.93,Mercado informal
COL-0647,Bucaramanga,2025-11-03,11,7.0823,-73.0969,Mixta,Sensor_Fijo,Tráfico_Vehicular,66.2,Alto,63,514,43.3,0.85,Despejado,0.87,Alta afluencia peatonal
COL-0438,Bucaramanga,2025-12-01,19,7.1594,-73.1273,Industrial,Sensor_Fijo,Tráfico_Vehicular,92.6,Crítico,73,1008,30.4,0.95,Despejado,0.7,Mercado informal
COL-0084,Bucaramanga,2025-12-29,3,7.0911,-73.0955,Comercial,Sensor_Ciudadano,Comercio,57.7,Bajo,29,434,44.1,0.27,Despejado,0.81,Semáforo averiado
COL-0278,Cali,2022-02-08,7,3.4588,-76.4885,Comercial,Sensor_Fijo,Construcción,85.4,Crítico,84,744,27.3,1.0,Despejado,0.82,Semáforo averiado
COL-0735,Cali,2022-03-13,10,3.4161,-76.5522,Comercial,Sensor_Móvil,Industrial,68.9,Moderado,53,719,39.7,0.71,Despejado,0.88,Festival o concierto
COL-0669,Cali,2022-03-16,16,3.4596,-76.5018,Comercial,Sensor_Fijo,Transporte_Público,68.6,Moderado,53,471,40.6,0.79,Nublado,0.87,Obra en construcción
COL-0366,Cali,2022-03-19,14,3.4261,-76.5512,Comercial,Sensor_Móvil,Tráfico_Vehicular,75.0,Alto,67,699,36.3,0.79,Despejado,0.9,Alta afluencia peatonal
COL-0398,Cali,2022-03-22,14,3.4556,-76.5468,Educativa,Sensor_Fijo,Transporte_Público,62.4,Crítico,38,328,50.9,0.49,Lluvioso,0.87,Alta afluencia peatonal
COL-0661,Cali,2022-03-27,0,3.4453,-76.5433,Hospitalaria,Sensor_Fijo,Mixta,35.1,Bajo,0,0,60.7,0.0,Despejado,0.96,Semáforo averiado
COL-0625,Cali,2022-03-31,15,3.4559,-76.5494,Comercial,Sensor_Ciudadano,Tráfico_Vehicular,75.4,Alto,67,963,32.6,0.87,Nublado,0.96,Medición estándar
COL-0969,Cali,2022-04-14,13,3.4745,-76.5316,Residencial,Sensor_Móvil,Tráfico_Vehicular,53.5,Moderado,21,292,58.2,0.35,Despejado,0.95,Evento especial cercano
COL-0217,Cali,2022-04-18,13,3.4282,-76.4959,Comercial,Sensor_Móvil,Transporte_Público,71.7,Alto,63,513,36.0,0.73,Despejado,0.77,Medición estándar
COL-0142,Cali,2022-05-03,17,3.4402,-76.5189,Residencial,Sensor_Fijo,Eventos,61.1,Crítico,60,490,26.9,0.67,Nublado,0.91,Evento especial cercano
COL-0632,Cali,2022-05-19,2,3.4107,-76.5051,Mixta,Sensor_Fijo,Tráfico_Vehicular,44.5,Bajo,23,220,49.3,0.34,Despejado,0.99,Alta afluencia peatonal
COL-0352,Cali,2022-05-20,18,3.4413,-76.513,Residencial,Sensor_Fijo,Eventos,58.8,Alto,55,803,41.0,0.74,Despejado,0.92,Obra en construcción
COL-0472,Cali,2022-06-08,9,3.4067,-76.539,Comercial,Sensor_Ciudadano,Construcción,83.5,Crítico,85,718,28.3,1.0,Ventoso,0.93,Moto dañada transitando
COL-0280,Cali,2022-06-09,8,3.4834,-76.5,Hospitalaria,Sensor_Fijo,Construcción,58.2,Crítico,68,910,37.7,0.94,Nublado,0.73,Moto dañada transitando
COL-0223,Cali,2022-06-17,23,3.413,-76.5337,Mixta,Sensor_Ciudadano,Transporte_Público,55.5,Moderado,18,150,59.6,0.3,Despejado,0.84,Operación normal
COL-0394,Cali,2022-06-22,20,3.4191,-76.5478,Comercial,Sensor_Móvil,Mixta,61.8,Moderado,51,583,38.2,0.56,Nublado,0.88,Evento especial cercano
COL-0613,Cali,2022-06-25,23,3.4128,-76.551,Residencial,Sensor_Fijo,Transporte_Público,43.5,Bajo,0,0,58.4,0.06,Despejado,1.0,Evento especial cercano
COL-0556,Cali,2022-07-22,15,3.4939,-76.5702,Mixta,Sensor_Fijo,Comercio,70.6,Alto,50,689,38.5,0.62,Despejado,0.88,Mercado informal
COL-0001,Cali,2022-07-23,19,3.4684,-76.5738,Residencial,Sensor_Ciudadano,Tráfico_Vehicular,59.0,Alto,58,731,36.1,0.81,Despejado,0.75,Operación normal
COL-0701,Cali,2022-07-30,12,3.4712,-76.5782,Residencial,Sensor_Móvil,Eventos,46.1,Bajo,30,326,50.5,0.37,Nublado,0.78,Obra en construcción
COL-0392,Cali,2022-07-31,20,3.413,-76.4901,Comercial,Sensor_Fijo,Tráfico_Vehicular,71.2,Alto,68,755,26.6,0.83,Nublado,0.85,Operación normal
COL-0158,Cali,2022-08-01,2,3.404,-76.494,Comercial,Sensor_Fijo,Comercio,55.9,Bajo,23,198,49.5,0.19,Lluvioso,0.82,Obra en construcción
COL-0762,Cali,2022-08-21,3,3.4606,-76.5793,Mixta,Sensor_Móvil,Transporte_Público,52.8,Bajo,30,288,47.3,0.35,Despejado,0.76,Obra en construcción
COL-0807,Cali,2022-09-06,9,3.4598,-76.4859,Comercial,Sensor_Fijo,Mixta,69.5,Moderado,84,997,31.4,1.0,Nublado,0.89,Operación normal
COL-0935,Cali,2022-09-08,12,3.4218,-76.5759,Residencial,Sensor_Fijo,Construcción,51.5,Moderado,38,446,47.9,0.43,Despejado,0.88,Festival o concierto
COL-0736,Cali,2022-09-16,0,3.4487,-76.504,Educativa,Sensor_Fijo,Transporte_Público,42.4,Bajo,10,130,56.9,0.2,Lluvioso,0.96,Operación normal
COL-0092,Cali,2022-09-16,22,3.4637,-76.5309,Residencial,Sensor_Móvil,Construcción,54.2,Moderado,0,0,51.7,0.0,Despejado,0.71,Semáforo averiado
COL-0055,Cali,2022-09-17,18,3.4578,-76.5316,Residencial,Sensor_Fijo,Tráfico_Vehicular,60.9,Crítico,55,682,44.5,0.72,Lluvioso,0.86,Obra en construcción
COL-0450,Cali,2022-09-19,1,3.446,-76.522,Comercial,Sensor_Ciudadano,Industrial,68.3,Moderado,30,326,48.0,0.31,Nublado,0.94,Festival o concierto
COL-0038,Cali,2022-09-24,9,3.4381,-76.5507,Residencial,Sensor_Fijo,Tráfico_Vehicular,55.4,Alto,57,798,35.8,0.7,Despejado,0.85,Semáforo averiado
COL-0754,Cali,2022-10-09,4,3.4089,-76.5636,Educativa,Sensor_Fijo,Transporte_Público,30.7,Bajo,12,146,55.3,0.16,Despejado,0.94,Medición estándar
COL-0520,Cali,2022-10-11,7,3.405,-76.5543,Mixta,Sensor_Fijo,Mixta,74.3,Crítico,78,809,29.5,0.94,Despejado,0.87,Medición estándar
COL-0809,Cali,2022-10-12,11,3.481,-76.5806,Residencial,Sensor_Móvil,Transporte_Público,46.2,Bajo,34,344,50.1,0.37,Despejado,0.92,Evento especial cercano
COL-0033,Cali,2022-10-30,10,3.4324,-76.532,Industrial,Sensor_Móvil,Comercio,78.9,Moderado,41,526,46.2,0.64,Despejado,0.75,Obra en construcción
COL-0162,Cali,2022-11-13,8,3.4275,-76.4837,Residencial,Sensor_Ciudadano,Transporte_Público,60.5,Alto,59,674,35.7,0.72,Nublado,0.92,Alta afluencia peatonal
COL-0533,Cali,2022-11-25,8,3.4334,-76.5267,Residencial,Sensor_Fijo,Transporte_Público,56.2,Alto,61,620,31.3,0.86,Nublado,0.95,Obra en construcción
COL-0854,Cali,2022-11-28,8,3.4551,-76.5251,Industrial,Sensor_Fijo,Transporte_Público,94.9,Crítico,79,1037,24.1,0.99,Lluvioso,0.78,Alta afluencia peatonal
COL-0490,Cali,2022-12-06,1,3.4166,-76.5767,Residencial,Sensor_Móvil,Comercio,42.0,Bajo,5,74,69.4,0.07,Lluvioso,0.88,Operación normal
COL-0784,Cali,2022-12-20,18,3.4946,-76.5541,Residencial,Sensor_Móvil,Tráfico_Vehicular,58.3,Alto,55,610,41.1,0.6,Despejado,0.78,Alta afluencia peatonal
COL-0803,Cali,2022-12-23,11,3.4453,-76.5009,Hospitalaria,Sensor_Ciudadano,Eventos,49.3,Alto,40,325,43.7,0.52,Ventoso,0.85,Obra en construcción
COL-0506,Cali,2023-02-02,7,3.4629,-76.5153,Residencial,Sensor_Fijo,Tráfico_Vehicular,57.4,Alto,53,455,47.4,0.73,Despejado,0.71,Obra en construcción
COL-0658,Cali,2023-02-17,17,3.4197,-76.5022,Mixta,Sensor_Ciudadano,Tráfico_Vehicular,73.4,Crítico,84,726,23.1,1.0,Lluvioso,0.91,Moto dañada transitando
COL-0015,Cali,2023-03-11,16,3.4591,-76.5666,Industrial,Sensor_Fijo,Tráfico_Vehicular,84.0,Alto,42,405,44.1,0.45,Despejado,0.94,Semáforo averiado
COL-0465,Cali,2023-03-15,18,3.477,-76.4965,Comercial,Sensor_Fijo,Industrial,91.9,Crítico,95,1403,22.7,1.0,Despejado,0.89,Semáforo averiado
COL-0774,Cali,2023-03-16,8,3.4951,-76.5205,Residencial,Sensor_Fijo,Tráfico_Vehicular,47.9,Moderado,60,750,31.3,0.73,Nublado,0.73,Mercado informal
COL-0233,Cali,2023-03-18,14,3.4557,-76.5813,Residencial,Sensor_Móvil,Comercio,50.4,Moderado,40,436,41.9,0.6,Ventoso,0.81,Medición estándar
COL-0030,Cali,2023-03-19,4,3.4677,-76.5599,Residencial,Sensor_Fijo,Eventos,33.8,Bajo,0,0,63.7,0.0,Nublado,0.74,Obra en construcción
COL-0501,Cali,2023-04-25,9,3.4669,-76.5092,Mixta,Sensor_Fijo,Transporte_Público,69.3,Alto,85,1175,31.2,1.0,Despejado,0.81,Festival o concierto
COL-0810,Cali,2023-04-30,8,3.4565,-76.5562,Residencial,Sensor_Móvil,Tráfico_Vehicular,53.9,Moderado,59,626,36.6,0.65,Lluvioso,0.77,Obra en construcción
COL-0302,Cali,2023-05-14,9,3.4694,-76.5546,Comercial,Sensor_Ciudadano,Transporte_Público,73.3,Alto,89,1161,15.6,1.0,Lluvioso,0.95,Operación normal
COL-0906,Cali,2023-05-17,3,3.4409,-76.4867,Residencial,Sensor_Móvil,Comercio,34.4,Bajo,0,0,60.1,0.11,Lluvioso,0.73,Medición estándar
COL-0040,Cali,2023-05-29,10,3.4499,-76.561,Residencial,Sensor_Fijo,Construcción,55.2,Alto,32,463,54.2,0.54,Nublado,0.86,Operación normal
COL-0771,Cali,2023-06-18,10,3.4839,-76.4933,Educativa,Sensor_Móvil,Tráfico_Vehicular,56.4,Alto,49,731,48.1,0.6,Despejado,0.86,Mercado informal
COL-0891,Cali,2023-06-27,5,3.4189,-76.5139,Residencial,Sensor_Fijo,Industrial,43.9,Bajo,0,0,53.1,0.12,Despejado,0.79,Operación normal
COL-0036,Cali,2023-07-22,19,3.4999,-76.5062,Mixta,Sensor_Móvil,Eventos,77.1,Crítico,86,1231,24.1,1.0,Despejado,0.71,Mercado informal
COL-0409,Cali,2023-08-03,5,3.4672,-76.5197,Industrial,Sensor_Fijo,Tráfico_Vehicular,69.2,Moderado,17,180,54.3,0.29,Lluvioso,0.93,Mercado informal
COL-0239,Cali,2023-08-04,16,3.4831,-76.5819,Comercial,Sensor_Móvil,Comercio,78.4,Crítico,57,658,42.8,0.62,Nublado,0.74,Festival o concierto
COL-0860,Cali,2023-08-05,8,3.4087,-76.5362,Residencial,Sensor_Móvil,Industrial,65.0,Crítico,51,675,31.3,0.78,Nublado,0.91,Operación normal
COL-0154,Cali,2023-08-13,9,3.4535,-76.5463,Industrial,Sensor_Fijo,Tráfico_Vehicular,91.2,Crítico,79,810,36.1,0.98,Ventoso,0.94,Evento especial cercano
COL-0504,Cali,2023-09-26,17,3.4299,-76.5228,Industrial,Sensor_Móvil,Tráfico_Vehicular,91.1,Crítico,84,1121,30.4,1.0,Lluvioso,0.93,Medición estándar
COL-0363,Cali,2023-09-28,18,3.4441,-76.5814,Residencial,Sensor_Móvil,Tráfico_Vehicular,56.1,Alto,59,839,36.5,0.72,Nublado,0.74,Medición estándar
COL-0923,Cali,2023-10-03,13,3.4413,-76.502,Residencial,Sensor_Móvil,Eventos,54.4,Moderado,32,459,46.0,0.35,Nublado,0.91,Alta afluencia peatonal
COL-0124,Cali,2023-10-03,19,3.4511,-76.5216,Comercial,Sensor_Fijo,Comercio,68.6,Moderado,84,704,35.3,1.0,Nublado,0.82,Mercado informal
COL-0349,Cali,2023-10-10,21,3.4926,-76.5477,Comercial,Sensor_Fijo,Tráfico_Vehicular,63.0,Moderado,66,926,40.8,0.94,Despejado,0.87,Festival o concierto
COL-0789,Cali,2023-10-17,9,3.4032,-76.5737,Residencial,Sensor_Móvil,Transporte_Público,48.2,Moderado,54,466,46.1,0.59,Nublado,0.74,Operación normal
COL-0700,Cali,2023-10-20,2,3.4777,-76.5159,Mixta,Sensor_Fijo,Comercio,56.2,Moderado,27,311,53.7,0.38,Lluvioso,0.71,Festival o concierto
COL-0088,Cali,2023-10-22,10,3.4273,-76.5137,Comercial,Sensor_Fijo,Tráfico_Vehicular,80.2,Crítico,50,501,40.6,0.58,Lluvioso,0.83,Mercado informal
COL-0293,Cali,2023-10-28,21,3.4391,-76.5024,Residencial,Sensor_Móvil,Comercio,51.8,Moderado,20,260,49.4,0.16,Nublado,0.93,Alta afluencia peatonal
COL-0676,Cali,2023-11-11,16,3.4244,-76.5064,Residencial,Sensor_Fijo,Comercio,47.2,Moderado,36,468,40.1,0.55,Despejado,0.99,Moto dañada transitando
COL-0639,Cali,2023-11-12,7,3.4593,-76.4935,Residencial,Sensor_Fijo,Tráfico_Vehicular,60.9,Crítico,64,894,36.9,0.92,Nublado,0.9,Evento especial cercano
COL-0119,Cali,2023-11-26,23,3.435,-76.4984,Hospitalaria,Sensor_Ciudadano,Comercio,38.3,Moderado,0,0,59.3,0.14,Despejado,0.87,Operación normal
COL-0925,Cali,2023-12-09,15,3.5007,-76.5752,Residencial,Sensor_Móvil,Mixta,61.5,Crítico,37,546,39.6,0.52,Despejado,0.84,Obra en construcción
COL-0435,Cali,2023-12-18,1,3.4285,-76.5295,Residencial,Sensor_Fijo,Industrial,43.1,Bajo,0,0,58.9,0.0,Ventoso,0.77,Evento especial cercano
COL-0642,Cali,2023-12-23,4,3.4316,-76.4907,Residencial,Sensor_Fijo,Mixta,40.5,Bajo,5,57,59.2,0.07,Despejado,0.96,Obra en construcción
COL-0606,Cali,2023-12-24,15,3.4842,-76.5054,Educativa,Sensor_Fijo,Tráfico_Vehicular,52.8,Moderado,32,322,50.2,0.51,Nublado,0.83,Obra en construcción
COL-0615,Cali,2024-01-09,23,3.4722,-76.4911,Educativa,Sensor_Fijo,Comercio,46.6,Bajo,13,136,54.7,0.22,Lluvioso,0.87,Mercado informal
COL-0062,Cali,2024-01-12,15,3.4672,-76.5551,Industrial,Sensor_Móvil,Eventos,81.7,Alto,50,558,33.9,0.7,Despejado,0.95,Evento especial cercano
COL-0928,Cali,2024-01-29,9,3.4406,-76.5314,Mixta,Sensor_Fijo,Tráfico_Vehicular,76.4,Crítico,84,723,28.1,1.0,Lluvioso,0.86,Evento especial cercano
COL-0408,Cali,2024-02-03,3,3.4027,-76.4879,Residencial,Sensor_Fijo,Tráfico_Vehicular,38.1,Bajo,0,0,56.7,0.01,Despejado,0.82,Moto dañada transitando
COL-0552,Cali,2024-02-07,6,3.4055,-76.5701,Mixta,Sensor_Móvil,Transporte_Público,48.6,Bajo,52,585,38.5,0.61,Despejado,0.74,Operación normal
COL-0757,Cali,2024-03-26,2,3.4406,-76.5046,Comercial,Sensor_Móvil,Comercio,59.5,Bajo,25,371,44.3,0.33,Nublado,0.96,Medición estándar
COL-0828,Cali,2024-04-18,19,3.4677,-76.483,Comercial,Sensor_Fijo,Transporte_Público,80.5,Crítico,92,1332,26.1,1.0,Nublado,0.98,Mercado informal
COL-0118,Cali,2024-04-27,21,3.4214,-76.5652,Comercial,Sensor_Fijo,Construcción,75.0,Alto,58,673,41.1,0.63,Despejado,0.96,Semáforo averiado
COL-0122,Cali,2024-05-01,22,3.4921,-76.51,Mixta,Sensor_Fijo,Tráfico_Vehicular,66.1,Alto,26,309,52.9,0.42,Nublado,0.75,Obra en construcción
COL-0056,Cali,2024-05-12,9,3.4589,-76.5508,Comercial,Sensor_Fijo,Tráfico_Vehicular,75.7,Alto,84,673,25.4,1.0,Nublado,0.76,Evento especial cercano
COL-0152,Cali,2024-05-16,11,3.4029,-76.4844,Mixta,Sensor_Fijo,Transporte_Público,64.7,Moderado,63,561,26.8,0.72,Nublado,0.98,Operación normal
COL-0458,Cali,2024-05-17,6,3.4452,-76.4923,Mixta,Sensor_Fijo,Comercio,50.3,Bajo,45,399,35.8,0.63,Lluvioso,0.93,Festival o concierto
COL-0227,Cali,2024-05-18,9,3.4503,-76.5282,Residencial,Sensor_Ciudadano,Transporte_Público,60.4,Alto,59,487,40.0,0.81,Lluvioso,0.88,Festival o concierto
COL-0283,Cali,2024-05-29,18,3.4361,-76.5536,Mixta,Sensor_Fijo,Construcción,85.5,Crítico,80,687,32.9,0.97,Lluvioso,0.85,Festival o concierto
COL-0538,Cali,2024-06-14,1,3.4585,-76.5302,Residencial,Sensor_Fijo,Eventos,31.2,Bajo,1,8,54.1,0.0,Despejado,0.74,Obra en construcción
COL-0915,Cali,2024-06-19,23,3.4843,-76.5606,Comercial,Sensor_Ciudadano,Transporte_Público,51.5,Bajo,35,319,43.2,0.39,Nublado,0.99,Medición estándar
COL-0714,Cali,2024-07-04,20,3.4072,-76.4853,Residencial,Sensor_Móvil,Mixta,52.7,Moderado,28,388,47.8,0.47,Nublado,0.94,Semáforo averiado
COL-0937,Cali,2024-07-09,14,3.4679,-76.581,Residencial,Sensor_Fijo,Transporte_Público,48.6,Moderado,30,401,37.0,0.46,Despejado,0.81,Moto dañada transitando
COL-0748,Cali,2024-07-10,12,3.4605,-76.511,Hospitalaria,Sensor_Fijo,Industrial,60.7,Crítico,33,414,56.7,0.41,Despejado,0.99,Alta afluencia peatonal
COL-0910,Cali,2024-07-17,17,3.4809,-76.52,Industrial,Sensor_Fijo,Eventos,82.9,Alto,84,1233,30.1,0.98,Nublado,0.86,Medición estándar
COL-0104,Cali,2024-07-18,6,3.4918,-76.5507,Comercial,Sensor_Fijo,Tráfico_Vehicular,56.2,Bajo,59,875,36.7,0.78,Nublado,0.77,Alta afluencia peatonal
COL-0012,Cali,2024-07-20,4,3.4573,-76.5021,Residencial,Sensor_Fijo,Tráfico_Vehicular,34.9,Bajo,2,23,59.2,0.15,Despejado,0.71,Evento especial cercano
COL-0296,Cali,2024-07-31,9,3.4395,-76.5664,Comercial,Sensor_Fijo,Comercio,76.0,Alto,85,938,26.7,1.0,Despejado,0.85,Moto dañada transitando
COL-0364,Cali,2024-08-03,1,3.4389,-76.5336,Educativa,Sensor_Ciudadano,Tráfico_Vehicular,41.5,Bajo,9,83,56.6,0.1,Lluvioso,0.88,Operación normal
COL-0648,Cali,2024-08-09,1,3.4642,-76.4879,Comercial,Sensor_Fijo,Construcción,64.6,Moderado,34,491,45.5,0.42,Despejado,0.94,Evento especial cercano
COL-0918,Cali,2024-08-09,6,3.407,-76.5603,Industrial,Sensor_Fijo,Comercio,71.3,Moderado,48,607,46.1,0.54,Nublado,0.94,Obra en construcción
COL-0563,Cali,2024-08-25,7,3.4641,-76.5371,Industrial,Sensor_Fijo,Transporte_Público,86.9,Alto,70,657,40.9,0.88,Nublado,0.79,Mercado informal
COL-0917,Cali,2024-09-18,22,3.4876,-76.5116,Educativa,Sensor_Fijo,Transporte_Público,46.7,Bajo,7,66,47.8,0.12,Despejado,0.7,Moto dañada transitando
COL-0243,Cali,2024-09-23,3,3.441,-76.5752,Industrial,Sensor_Fijo,Transporte_Público,67.1,Bajo,16,208,53.5,0.15,Despejado,0.77,Medición estándar
COL-0083,Cali,2024-10-01,22,3.4683,-76.4963,Comercial,Sensor_Fijo,Transporte_Público,66.7,Moderado,22,307,55.0,0.27,Despejado,0.76,Moto dañada transitando
COL-0958,Cali,2024-10-15,11,3.462,-76.5486,Comercial,Sensor_Fijo,Tráfico_Vehicular,75.2,Alto,62,625,37.9,0.87,Nublado,0.79,Alta afluencia peatonal
COL-0899,Cali,2024-10-16,18,3.436,-76.5609,Mixta,Sensor_Fijo,Mixta,78.2,Crítico,77,803,30.9,1.0,Lluvioso,0.86,Alta afluencia peatonal
COL-0765,Cali,2024-10-19,2,3.4765,-76.5058,Comercial,Sensor_Fijo,Construcción,64.1,Moderado,22,292,46.2,0.3,Despejado,0.75,Moto dañada transitando
