ID_Registro,Ciudad,Fecha,Hora,Latitud,Longitud,Tipo_Zona,Tipo_Sensor,Fuente_Principal_Ruido,Nivel_Ruido_dB,Clasificacion_Normativa,Indice_Movilidad,Flujo_Vehicular_veh_h,Velocidad_Promedio_kmh,Saturacion_Transporte,Condicion_Climatica,Calidad_Señal_Sensor,Observaciones,Franja_Horaria,Es_Hora_Pico,Supera_Limite_Normativo,Indice_Congestion,Ratio_Ruido_Velocidad,Es_Diurno,Mes,Trimestre
COL-0901,Manizales,2025-01-22,10,5.1193,-75.56,Industrial,Sensor_Fijo,Tráfico_Vehicular,76.7,Moderado,43,565,38.7,0.57,Despejado,0.84,Operación normal,Mañana,0,1,0.514,1.9819,1,1,1
COL-0097,Manizales,2025-01-28,15,5.0294,-75.5493,Industrial,Sensor_Fijo,Tráfico_Vehicular,74.9,Moderado,59,577,34.0,0.73,Nublado,0.86,Alta afluencia peatonal,Tarde,0,0,0.674,2.2029,1,1,1
COL-0999,Manizales,2025-01-31,3,5.0626,-75.5484,Comercial,Sensor_Fijo,Construcción,60.2,Moderado,20,198,46.8,0.21,Despejado,0.87,Festival o concierto,Madrugada,0,1,0.206,1.2863,0,1,1
COL-0949,Manizales,2025-03-29,22,5.0225,-75.5405,Comercial,Sensor_Ciudadano,Eventos,64.6,Moderado,32,317,43.9,0.38,Despejado,0.88,Medición estándar,Noche,0,1,0.356,1.4715,0,3,1
COL-0442,Manizales,2025-05-03,2,5.0626,-75.5591,Residencial,Sensor_Fijo,Eventos,41.6,Bajo,0,0,58.5,0.13,Despejado,0.72,Obra en construcción,Madrugada,0,0,0.078,0.7111,0,5,2
COL-0034,Manizales,2025-05-05,5,5.0738,-75.4955,Residencial,Sensor_Móvil,Eventos,42.5,Bajo,0,0,60.9,0.12,Nublado,0.87,Alta afluencia peatonal,Madrugada,0,0,0.072,0.6979,0,5,2
COL-0215,Manizales,2025-05-06,1,5.0514,-75.4954,Industrial,Sensor_Móvil,Tráfico_Vehicular,61.1,Bajo,19,163,58.1,0.17,Despejado,0.92,Semáforo averiado,Madrugada,0,0,0.178,1.0516,0,5,2
COL-0355,Manizales,2025-07-17,16,5.0877,-75.502,Industrial,Sensor_Fijo,Industrial,88.3,Crítico,53,464,47.8,0.61,Ventoso,0.86,Operación normal,Tarde,0,1,0.578,1.8473,1,7,3
COL-0201,Manizales,2025-07-20,20,5.0954,-75.5255,Comercial,Sensor_Móvil,Tráfico_Vehicular,65.4,Moderado,53,428,39.0,0.65,Nublado,0.85,Moto dañada transitando,Noche,0,1,0.602,1.6769,1,7,3
COL-0903,Manizales,2025-08-07,8,5.1074,-75.517,Industrial,Sensor_Fijo,Transporte_Público,88.9,Crítico,74,1042,33.1,0.9,Despejado,0.74,Alta afluencia peatonal,Mañana,1,1,0.836,2.6858,1,8,3
COL-0183,Manizales,2025-09-09,20,5.0543,-75.5285,Residencial,Sensor_Fijo,Transporte_Público,45.4,Bajo,21,243,46.2,0.19,Despejado,0.91,Evento especial cercano,Noche,0,0,0.198,0.9827,1,9,3
COL-0151,Manizales,2025-09-24,12,5.0266,-75.5086,Industrial,Sensor_Fijo,Construcción,92.0,Crítico,54,554,38.6,0.77,Lluvioso,0.83,Festival o concierto,Tarde,0,1,0.678,2.3834,1,9,3
COL-0777,Manizales,2025-11-22,7,5.1171,-75.5121,Residencial,Sensor_Fijo,Construcción,65.1,Crítico,59,781,37.6,0.88,Despejado,0.98,Obra en construcción,Mañana,1,1,0.764,1.7314,1,11,4
COL-0268,Manizales,2025-12-12,21,5.117,-75.5085,Comercial,Sensor_Fijo,Eventos,65.8,Moderado,53,785,39.3,0.63,Lluvioso,0.83,Obra en construcción,Noche,0,1,0.59,1.6743,1,12,4
COL-0856,Manizales,2025-12-23,9,5.0246,-75.5047,Comercial,Sensor_Fijo,Transporte_Público,75.3,Alto,85,1098,25.2,1.0,Despejado,0.73,Evento especial cercano,Mañana,1,1,0.94,2.9881,1,12,4
COL-0035,Medellín,2022-01-06,12,6.278,-75.6001,Mixta,Sensor_Fijo,Transporte_Público,66.2,Alto,57,579,35.6,0.67,Lluvioso,0.96,Alta afluencia peatonal,Tarde,0,0,0.63,1.8596,1,1,1
COL-0051,Medellín,2022-02-02,10,6.2066,-75.5568,Mixta,Sensor_Fijo,Comercio,61.8,Moderado,53,611,41.2,0.74,Nublado,0.91,Evento especial cercano,Mañana,0,0,0.656,1.5,1,2,1
COL-0572,Medellín,2022-02-08,9,6.2517,-75.5274,Comercial,Sensor_Fijo,Comercio,81.0,Crítico,83,860,27.2,1.0,Lluvioso,0.72,Moto dañada transitando,Mañana,1,1,0.932,2.9779,1,2,1
COL-0959,Medellín,2022-02-17,5,6.2428,-75.5661,Residencial,Sensor_Fijo,Transporte_Público,37.2,Bajo,0,0,62.9,0.0,Lluvioso,0.83,Mercado informal,Madrugada,0,0,0.0,0.5914,0,2,1
COL-0812,Medellín,2022-02-23,4,6.2571,-75.5547,Industrial,Sensor_Ciudadano,Industrial,70.8,Moderado,21,273,61.5,0.31,Despejado,0.7,Mercado informal,Madrugada,0,1,0.27,1.1512,0,2,1
COL-0186,Medellín,2022-03-01,3,6.2126,-75.5821,Comercial,Sensor_Móvil,Industrial,76.5,Alto,27,283,54.3,0.42,Nublado,0.77,Evento especial cercano,Madrugada,0,1,0.36,1.4088,0,3,1
COL-0076,Medellín,2022-03-05,19,6.2738,-75.6131,Comercial,Sensor_Fijo,Transporte_Público,80.9,Crítico,83,672,22.8,1.0,Lluvioso,0.83,Mercado informal,Noche,1,1,0.932,3.5482,1,3,1
COL-0656,Medellín,2022-03-17,0,6.267,-75.5311,Residencial,Sensor_Móvil,Construcción,41.5,Bajo,0,0,61.3,0.0,Despejado,0.8,Mercado informal,Madrugada,0,0,0.0,0.677,0,3,1
COL-0561,Medellín,2022-03-20,6,6.2199,-75.5818,Educativa,Sensor_Ciudadano,Transporte_Público,44.1,Bajo,48,690,38.1,0.61,Despejado,0.75,Obra en construcción,Mañana,0,0,0.558,1.1575,1,3,1
COL-0715,Medellín,2022-03-28,10,6.2279,-75.5543,Residencial,Sensor_Fijo,Construcción,64.4,Crítico,25,346,35.3,0.37,Lluvioso,0.71,Evento especial cercano,Mañana,0,0,0.322,1.8244,1,3,1
COL-0888,Medellín,2022-04-04,6,6.2333,-75.5663,Hospitalaria,Sensor_Ciudadano,Comercio,42.7,Moderado,33,483,50.2,0.5,Despejado,0.98,Operación normal,Mañana,0,0,0.432,0.8506,1,4,2
COL-0674,Medellín,2022-04-08,3,6.2526,-75.6021,Residencial,Sensor_Fijo,Tráfico_Vehicular,40.4,Bajo,0,0,66.4,0.11,Despejado,0.83,Alta afluencia peatonal,Madrugada,0,0,0.066,0.6084,0,4,2
COL-0988,Medellín,2022-04-15,18,6.237,-75.6206,Residencial,Sensor_Fijo,Tráfico_Vehicular,53.8,Moderado,53,513,38.1,0.71,Despejado,0.95,Alta afluencia peatonal,Noche,1,0,0.638,1.4121,1,4,2
COL-0153,Medellín,2022-04-16,4,6.2767,-75.5871,Mixta,Sensor_Ciudadano,Tráfico_Vehicular,52.5,Bajo,29,394,51.0,0.32,Despejado,0.96,Medición estándar,Madrugada,0,0,0.308,1.0294,0,4,2
COL-0522,Medellín,2022-04-17,6,6.2932,-75.5893,Comercial,Sensor_Fijo,Transporte_Público,51.6,Bajo,60,726,40.6,0.85,Despejado,0.75,Mercado informal,Mañana,0,0,0.75,1.2709,1,4,2
COL-0545,Medellín,2022-04-20,6,6.2565,-75.5403,Industrial,Sensor_Fijo,Tráfico_Vehicular,64.7,Bajo,50,698,40.9,0.67,Despejado,0.73,Mercado informal,Mañana,0,0,0.602,1.5819,1,4,2
COL-0251,Medellín,2022-04-23,5,6.2059,-75.5747,Mixta,Sensor_Móvil,Tráfico_Vehicular,55.7,Moderado,27,365,55.6,0.24,Nublado,0.95,Evento especial cercano,Madrugada,0,0,0.252,1.0018,0,4,2
COL-0848,Medellín,2022-04-24,8,6.2498,-75.5729,Comercial,Sensor_Fijo,Mixta,73.0,Alto,88,1165,23.4,1.0,Despejado,0.83,Medición estándar,Mañana,1,1,0.952,3.1197,1,4,2
COL-0654,Medellín,2022-05-10,21,6.2813,-75.5539,Industrial,Sensor_Fijo,Construcción,90.9,Crítico,42,493,56.9,0.5,Lluvioso,0.79,Medición estándar,Noche,0,1,0.468,1.5975,1,5,2
COL-0822,Medellín,2022-05-15,0,6.2125,-75.5742,Mixta,Sensor_Móvil,Industrial,62.4,Moderado,27,288,54.5,0.31,Nublado,0.89,Mercado informal,Madrugada,0,1,0.294,1.145,0,5,2
COL-0737,Medellín,2022-05-18,6,6.2542,-75.5768,Mixta,Sensor_Móvil,Tráfico_Vehicular,58.2,Moderado,46,501,36.7,0.68,Lluvioso,0.79,Evento especial cercano,Mañana,0,0,0.592,1.5858,1,5,2
COL-0616,Medellín,2022-05-19,15,6.2297,-75.548,Educativa,Sensor_Ciudadano,Construcción,65.5,Crítico,32,321,43.2,0.38,Despejado,0.99,Evento especial cercano,Tarde,0,1,0.356,1.5162,1,5,2
COL-0026,Medellín,2022-05-21,14,6.2359,-75.6191,Comercial,Sensor_Fijo,Transporte_Público,77.0,Alto,53,541,40.5,0.69,Ventoso,0.88,Semáforo averiado,Tarde,0,1,0.626,1.9012,1,5,2
COL-0911,Medellín,2022-05-30,5,6.2274,-75.5695,Comercial,Sensor_Ciudadano,Tráfico_Vehicular,60.9,Moderado,20,252,56.6,0.28,Nublado,0.75,Medición estándar,Madrugada,0,1,0.248,1.076,0,5,2
COL-0782,Medellín,2022-06-01,5,6.2456,-75.566,Residencial,Sensor_Ciudadano,Tráfico_Vehicular,32.3,Bajo,0,0,64.2,0.0,Despejado,0.75,Medición estándar,Madrugada,0,0,0.0,0.5031,0,6,2
COL-0834,Medellín,2022-06-01,12,6.2327,-75.5893,Comercial,Sensor_Móvil,Comercio,74.9,Alto,69,771,36.4,0.79,Ventoso,0.85,Mercado informal,Tarde,0,1,0.75,2.0577,1,6,2
COL-0362,Medellín,2022-06-01,14,6.2785,-75.5329,Comercial,Sensor_Ciudadano,Transporte_Público,80.6,Crítico,68,744,32.7,0.93,Despejado,0.92,Evento especial cercano,Tarde,0,1,0.83,2.4648,1,6,2
COL-0307,Medellín,2022-06-11,11,6.2101,-75.6061,Residencial,Sensor_Fijo,Transporte_Público,57.9,Alto,34,425,45.3,0.56,Lluvioso,0.85,Alta afluencia peatonal,Mañana,0,0,0.472,1.2781,1,6,2
COL-0692,Medellín,2022-06-19,22,6.213,-75.5642,Residencial,Sensor_Móvil,Construcción,49.8,Moderado,4,38,51.0,0.04,Nublado,0.75,Moto dañada transitando,Noche,0,0,0.04,0.9765,0,6,2
COL-0136,Medellín,2022-07-10,22,6.2052,-75.6127,Industrial,Sensor_Móvil,Comercio,81.3,Alto,17,203,58.1,0.36,Lluvioso,0.74,Evento especial cercano,Noche,0,1,0.284,1.3993,0,7,3
COL-0421,Medellín,2022-07-13,23,6.1991,-75.6054,Mixta,Sensor_Fijo,Construcción,55.6,Moderado,26,263,42.4,0.32,Despejado,0.79,Operación normal,Noche,0,0,0.296,1.3113,0,7,3
COL-0108,Medellín,2022-07-23,15,6.2094,-75.5498,Comercial,Sensor_Fijo,Construcción,80.1,Crítico,66,755,34.6,0.8,Lluvioso,0.81,Mercado informal,Tarde,0,1,0.744,2.315,1,7,3
COL-0979,Medellín,2022-08-09,18,6.2461,-75.5432,Residencial,Sensor_Ciudadano,Comercio,61.0,Crítico,63,803,41.5,0.76,Despejado,0.94,Mercado informal,Noche,1,1,0.708,1.4699,1,8,3
COL-0317,Medellín,2022-08-22,11,6.2602,-75.5612,Mixta,Sensor_Móvil,Transporte_Público,66.5,Alto,62,753,33.3,0.9,Lluvioso,0.83,Alta afluencia peatonal,Mañana,0,0,0.788,1.997,1,8,3
COL-0023,Medellín,2022-09-15,10,6.2246,-75.552,Residencial,Sensor_Ciudadano,Transporte_Público,49.6,Moderado,28,393,42.8,0.43,Lluvioso,0.99,Medición estándar,Mañana,0,0,0.37,1.1589,1,9,3
COL-0927,Medellín,2022-09-25,20,6.2615,-75.5973,Mixta,Sensor_Fijo,Tráfico_Vehicular,67.1,Alto,52,510,48.0,0.76,Lluvioso,0.81,Moto dañada transitando,Noche,0,1,0.664,1.3979,1,9,3
COL-0560,Medellín,2022-10-09,22,6.2022,-75.5978,Industrial,Sensor_Fijo,Transporte_Público,85.1,Alto,11,102,54.6,0.25,Lluvioso,0.9,Festival o concierto,Noche,0,1,0.194,1.5586,0,10,4
COL-0731,Medellín,2022-10-20,18,6.2754,-75.5382,Comercial,Sensor_Fijo,Tráfico_Vehicular,80.3,Crítico,80,876,27.0,0.98,Despejado,0.94,Semáforo averiado,Noche,1,1,0.908,2.9741,1,10,4
COL-0195,Medellín,2022-10-21,17,6.2387,-75.5516,Comercial,Sensor_Fijo,Transporte_Público,79.0,Crítico,88,914,19.9,1.0,Despejado,0.9,Moto dañada transitando,Tarde,1,1,0.952,3.9698,1,10,4
COL-0327,Medellín,2022-10-27,19,6.2046,-75.5926,Industrial,Sensor_Fijo,Construcción,99.3,Crítico,77,804,35.0,1.0,Despejado,0.85,Operación normal,Noche,1,1,0.908,2.8371,1,10,4
COL-0350,Medellín,2022-11-06,6,6.2575,-75.5556,Comercial,Sensor_Fijo,Transporte_Público,59.0,Bajo,53,681,38.7,0.61,Ventoso,0.96,Operación normal,Mañana,0,0,0.578,1.5245,1,11,4
COL-0471,Medellín,2022-11-14,7,6.262,-75.6058,Comercial,Sensor_Ciudadano,Comercio,77.0,Alto,86,1085,29.8,1.0,Despejado,0.94,Festival o concierto,Mañana,1,1,0.944,2.5839,1,11,4
COL-0397,Medellín,2022-12-20,12,6.2247,-75.5751,Residencial,Sensor_Fijo,Eventos,57.0,Alto,36,367,49.9,0.39,Despejado,0.71,Moto dañada transitando,Tarde,0,0,0.378,1.1423,1,12,4
COL-0646,Medellín,2022-12-25,14,6.2255,-75.5305,Hospitalaria,Sensor_Fijo,Mixta,52.7,Crítico,42,424,43.9,0.58,Despejado,0.72,Alta afluencia peatonal,Tarde,0,0,0.516,1.2005,1,12,4
COL-0464,Medellín,2023-01-05,23,6.2745,-75.5767,Residencial,Sensor_Fijo,Industrial,44.9,Bajo,0,0,53.0,0.0,Despejado,0.96,Mercado informal,Noche,0,0,0.0,0.8472,0,1,1
COL-0487,Medellín,2023-01-06,13,6.2613,-75.531,Residencial,Sensor_Ciudadano,Tráfico_Vehicular,48.5,Moderado,33,386,45.3,0.49,Despejado,0.75,Mercado informal,Tarde,0,0,0.426,1.0706,1,1,1
COL-0384,Medellín,2023-01-21,1,6.234,-75.5502,Residencial,Sensor_Fijo,Transporte_Público,30.5,Bajo,3,28,55.9,0.09,Despejado,0.99,Mercado informal,Madrugada,0,0,0.066,0.5456,0,1,1
COL-0671,Medellín,2023-01-27,21,6.2026,-75.537,Comercial,Sensor_Móvil,Construcción,75.9,Alto,52,557,38.2,0.62,Despejado,0.98,Obra en construcción,Noche,0,1,0.58,1.9869,1,1,1
COL-0991,Medellín,2023-02-03,4,6.2512,-75.5805,Residencial,Sensor_Móvil,Comercio,40.6,Bajo,0,0,56.8,0.15,Despejado,0.99,Operación normal,Madrugada,0,0,0.09,0.7148,0,2,1
COL-0779,Medellín,2023-02-14,17,6.2662,-75.5961,Comercial,Sensor_Fijo,Tráfico_Vehicular,75.5,Alto,90,935,22.4,1.0,Nublado,0.78,Semáforo averiado,Tarde,1,1,0.96,3.3705,1,2,1
COL-0808,Medellín,2023-02-16,14,6.2293,-75.5702,Comercial,Sensor_Fijo,Comercio,72.6,Alto,55,539,30.1,0.68,Ventoso,0.89,Evento especial cercano,Tarde,0,1,0.628,2.412,1,2,1
COL-0205,Medellín,2023-03-17,9,6.2697,-75.6204,Industrial,Sensor_Ciudadano,Tráfico_Vehicular,88.5,Crítico,79,974,25.4,1.0,Nublado,0.81,Alta afluencia peatonal,Mañana,1,1,0.916,3.4843,1,3,1
COL-0248,Medellín,2023-03-28,20,6.2044,-75.5863,Mixta,Sensor_Fijo,Transporte_Público,64.2,Moderado,47,595,39.9,0.72,Despejado,0.94,Operación normal,Noche,0,1,0.62,1.609,1,3,1
COL-0173,Medellín,2023-04-09,3,6.195,-75.5821,Comercial,Sensor_Móvil,Eventos,64.9,Moderado,25,370,50.2,0.22,Despejado,0.92,Moto dañada transitando,Madrugada,0,1,0.232,1.2928,0,4,2
COL-0503,Medellín,2023-05-05,5,6.2806,-75.5478,Residencial,Sensor_Fijo,Transporte_Público,45.6,Bajo,0,0,57.0,0.06,Despejado,0.95,Evento especial cercano,Madrugada,0,0,0.036,0.8,0,5,2
COL-0607,Medellín,2023-05-08,17,6.2858,-75.5834,Mixta,Sensor_Fijo,Eventos,72.7,Crítico,86,826,32.2,1.0,Nublado,0.87,Operación normal,Tarde,1,1,0.944,2.2578,1,5,2
COL-0862,Medellín,2023-05-29,23,6.2067,-75.5373,Comercial,Sensor_Fijo,Transporte_Público,63.1,Moderado,22,243,48.1,0.35,Despejado,0.86,Semáforo averiado,Noche,0,1,0.298,1.3119,0,5,2
COL-0629,Medellín,2023-06-04,1,6.218,-75.6031,Residencial,Sensor_Móvil,Transporte_Público,39.1,Bajo,5,56,56.7,0.15,Nublado,0.95,Semáforo averiado,Madrugada,0,0,0.11,0.6896,0,6,2
COL-0185,Medellín,2023-07-02,1,6.2875,-75.6036,Comercial,Sensor_Fijo,Tráfico_Vehicular,57.0,Bajo,21,265,59.0,0.18,Nublado,0.92,Mercado informal,Madrugada,0,0,0.192,0.9661,0,7,3
COL-0719,Medellín,2023-07-17,1,6.2938,-75.6171,Residencial,Sensor_Fijo,Construcción,48.8,Moderado,5,63,60.6,0.04,Despejado,0.81,Festival o concierto,Madrugada,0,0,0.044,0.8053,0,7,3
COL-0009,Medellín,2023-07-20,10,6.2023,-75.6226,Residencial,Sensor_Fijo,Industrial,58.8,Alto,22,237,51.8,0.33,Despejado,0.94,Evento especial cercano,Mañana,0,0,0.286,1.1351,1,7,3
COL-0760,Medellín,2023-07-25,11,6.2091,-75.5634,Residencial,Sensor_Fijo,Transporte_Público,56.1,Alto,38,423,48.9,0.45,Despejado,0.93,Festival o concierto,Mañana,0,0,0.422,1.1472,1,7,3
COL-0512,Medellín,2023-08-01,1,6.2142,-75.5721,Residencial,Sensor_Móvil,Construcción,47.4,Moderado,0,0,66.6,0.0,Despejado,0.99,Obra en construcción,Madrugada,0,0,0.0,0.7117,0,8,3
COL-0425,Medellín,2023-08-05,12,6.1969,-75.5948,Hospitalaria,Sensor_Fijo,Comercio,48.2,Alto,30,404,59.3,0.37,Nublado,0.75,Mercado informal,Tarde,0,0,0.342,0.8128,1,8,3
COL-0499,Medellín,2023-08-07,13,6.2917,-75.5623,Residencial,Sensor_Fijo,Mixta,53.3,Moderado,28,272,57.4,0.34,Lluvioso,0.94,Operación normal,Tarde,0,0,0.316,0.9286,1,8,3
COL-0976,Medellín,2023-08-09,23,6.2566,-75.5532,Comercial,Sensor_Móvil,Tráfico_Vehicular,56.7,Bajo,35,368,42.7,0.51,Nublado,0.96,Mercado informal,Noche,0,0,0.446,1.3279,0,8,3
COL-0562,Medellín,2023-08-11,12,6.1968,-75.62,Residencial,Sensor_Fijo,Transporte_Público,46.6,Bajo,31,257,47.3,0.31,Despejado,0.9,Alta afluencia peatonal,Tarde,0,0,0.31,0.9852,1,8,3
COL-0994,Medellín,2023-08-15,15,6.2139,-75.6107,Residencial,Sensor_Móvil,Transporte_Público,52.4,Moderado,40,444,45.5,0.63,Nublado,0.99,Mercado informal,Tarde,0,0,0.538,1.1516,1,8,3
COL-0289,Medellín,2023-08-16,11,6.2407,-75.5549,Mixta,Sensor_Fijo,Transporte_Público,67.7,Alto,58,836,37.8,0.67,Despejado,0.92,Evento especial cercano,Mañana,0,0,0.634,1.791,1,8,3
COL-0942,Medellín,2023-08-18,17,6.2516,-75.5936,Mixta,Sensor_Fijo,Transporte_Público,78.0,Crítico,85,766,29.1,1.0,Lluvioso,0.89,Alta afluencia peatonal,Tarde,1,1,0.94,2.6804,1,8,3
COL-0699,Medellín,2023-08-25,1,6.1997,-75.5548,Residencial,Sensor_Móvil,Transporte_Público,30.0,Bajo,0,0,58.6,0.15,Lluvioso,0.95,Medición estándar,Madrugada,0,0,0.09,0.5119,0,8,3
COL-0473,Medellín,2023-08-29,4,6.1975,-75.6075,Industrial,Sensor_Ciudadano,Tráfico_Vehicular,67.3,Bajo,21,277,51.1,0.26,Nublado,0.75,Medición estándar,Madrugada,0,0,0.24,1.317,0,8,3
COL-0797,Medellín,2023-09-07,22,6.2321,-75.5273,Residencial,Sensor_Fijo,Construcción,58.9,Alto,0,0,53.5,0.07,Despejado,0.74,Alta afluencia peatonal,Noche,0,1,0.042,1.1009,0,9,3
COL-0254,Medellín,2023-09-10,10,6.2007,-75.5287,Hospitalaria,Sensor_Fijo,Tráfico_Vehicular,49.6,Crítico,25,262,48.9,0.27,Nublado,0.83,Semáforo averiado,Mañana,0,0,0.262,1.0143,1,9,3
COL-0706,Medellín,2023-09-20,1,6.2394,-75.533,Comercial,Sensor_Fijo,Tráfico_Vehicular,59.5,Bajo,23,321,44.9,0.43,Lluvioso,0.79,Obra en construcción,Madrugada,0,0,0.35,1.3252,0,9,3
COL-0190,Medellín,2023-09-25,15,6.2032,-75.5396,Residencial,Sensor_Fijo,Tráfico_Vehicular,49.2,Moderado,25,347,46.9,0.25,Nublado,0.96,Festival o concierto,Tarde,0,0,0.25,1.049,1,9,3
COL-0126,Medellín,2023-10-03,6,6.1975,-75.5411,Comercial,Sensor_Móvil,Eventos,62.5,Moderado,58,530,43.6,0.65,Lluvioso,0.92,Evento especial cercano,Mañana,0,0,0.622,1.4335,1,10,4
COL-0758,Medellín,2023-10-06,16,6.2236,-75.6106,Comercial,Sensor_Fijo,Construcción,77.9,Crítico,65,550,35.8,0.88,Despejado,0.83,Evento especial cercano,Tarde,0,1,0.788,2.176,1,10,4
COL-0662,Medellín,2023-10-09,0,6.2557,-75.5957,Residencial,Sensor_Fijo,Tráfico_Vehicular,37.6,Bajo,0,0,56.9,0.07,Despejado,0.71,Mercado informal,Madrugada,0,0,0.042,0.6608,0,10,4
COL-0832,Medellín,2023-10-12,9,6.2124,-75.607,Mixta,Sensor_Móvil,Transporte_Público,73.9,Crítico,75,966,27.2,0.98,Despejado,0.8,Semáforo averiado,Mañana,1,1,0.888,2.7169,1,10,4
COL-0385,Medellín,2023-10-21,2,6.2723,-75.5643,Mixta,Sensor_Ciudadano,Tráfico_Vehicular,57.9,Moderado,29,426,55.3,0.45,Despejado,0.97,Alta afluencia peatonal,Madrugada,0,0,0.386,1.047,0,10,4
COL-0050,Medellín,2023-10-26,11,6.2702,-75.6109,Residencial,Sensor_Fijo,Comercio,51.0,Moderado,23,316,49.0,0.24,Despejado,0.87,Evento especial cercano,Mañana,0,0,0.236,1.0408,1,10,4
COL-0213,Medellín,2023-10-27,23,6.2836,-75.5899,Residencial,Sensor_Móvil,Comercio,38.3,Bajo,1,12,58.5,0.01,Nublado,0.79,Operación normal,Noche,0,0,0.01,0.6547,0,10,4
COL-0418,Medellín,2023-11-17,9,6.2808,-75.5491,Industrial,Sensor_Fijo,Industrial,101.2,Crítico,70,691,34.8,0.97,Nublado,0.84,Obra en construcción,Mañana,1,1,0.862,2.908,1,11,4
COL-0191,Medellín,2023-11-27,3,6.2103,-75.5498,Mixta,Sensor_Fijo,Eventos,52.6,Bajo,29,248,44.1,0.31,Lluvioso,0.86,Alta afluencia peatonal,Madrugada,0,0,0.302,1.1927,0,11,4
COL-0209,Medellín,2023-11-30,20,6.2604,-75.605,Residencial,Sensor_Móvil,Transporte_Público,49.2,Moderado,20,186,62.4,0.24,Nublado,0.86,Medición estándar,Noche,0,0,0.224,0.7885,1,11,4
COL-0393,Medellín,2023-12-05,23,6.2879,-75.5816,Comercial,Sensor_Fijo,Transporte_Público,55.1,Bajo,25,270,51.7,0.45,Despejado,0.71,Operación normal,Noche,0,0,0.37,1.0658,0,12,4
COL-0839,Medellín,2023-12-07,18,6.2323,-75.5664,Residencial,Sensor_Fijo,Comercio,54.8,Moderado,52,604,33.7,0.63,Despejado,0.75,Moto dañada transitando,Noche,1,0,0.586,1.6261,1,12,4
COL-0858,Medellín,2023-12-10,2,6.2782,-75.5868,Mixta,Sensor_Móvil,Comercio,47.3,Bajo,27,301,51.8,0.34,Nublado,0.82,Festival o concierto,Madrugada,0,0,0.312,0.9131,0,12,4
COL-0360,Medellín,2023-12-22,16,6.2773,-75.5942,Residencial,Sensor_Móvil,Comercio,55.1,Alto,35,286,40.5,0.55,Nublado,0.97,Mercado informal,Tarde,0,0,0.47,1.3605,1,12,4
COL-0157,Medellín,2023-12-22,22,6.2285,-75.5799,Residencial,Sensor_Fijo,Tráfico_Vehicular,56.2,Alto,0,0,68.8,0.12,Nublado,0.98,Operación normal,Noche,0,1,0.072,0.8169,0,12,4
COL-0150,Medellín,2023-12-26,12,6.2327,-75.6229,Residencial,Sensor_Fijo,Tráfico_Vehicular,55.0,Moderado,21,264,53.1,0.41,Lluvioso,0.78,Semáforo averiado,Tarde,0,0,0.33,1.0358,1,12,4
COL-0740,Medellín,2024-01-21,22,6.2278,-75.5907,Residencial,Sensor_Móvil,Tráfico_Vehicular,40.7,Bajo,0,0,59.9,0.0,Despejado,0.97,Obra en construcción,Noche,0,0,0.0,0.6795,0,1,1
COL-0749,Medellín,2024-01-30,21,6.2812,-75.5256,Comercial,Sensor_Fijo,Comercio,73.7,Alto,61,506,40.2,0.66,Despejado,0.85,Evento especial cercano,Noche,0,1,0.64,1.8333,1,1,1
COL-0750,Medellín,2024-02-01,17,6.2517,-75.619,Hospitalaria,Sensor_Fijo,Tráfico_Vehicular,59.1,Crítico,61,663,31.5,0.83,Despejado,0.92,Obra en construcción,Tarde,1,1,0.742,1.8762,1,2,1
COL-0548,Medellín,2024-02-05,10,6.2,-75.5735,Educativa,Sensor_Fijo,Tráfico_Vehicular,59.0,Alto,40,365,50.6,0.42,Lluvioso,0.73,Moto dañada transitando,Mañana,0,0,0.412,1.166,1,2,1
COL-0767,Medellín,2024-03-03,19,6.2768,-75.5807,Comercial,Sensor_Ciudadano,Industrial,86.9,Crítico,84,892,25.1,1.0,Despejado,0.85,Obra en construcción,Noche,1,1,0.936,3.4622,1,3,1
COL-0410,Medellín,2024-03-04,17,6.2542,-75.5498,Mixta,Sensor_Fijo,Transporte_Público,71.9,Crítico,78,652,38.8,1.0,Nublado,0.82,Alta afluencia peatonal,Tarde,1,1,0.912,1.8531,1,3,1
COL-0926,Medellín,2024-03-27,4,6.2075,-75.5923,Residencial,Sensor_Ciudadano,Comercio,32.6,Bajo,0,0,64.2,0.0,Nublado,0.82,Operación normal,Madrugada,0,0,0.0,0.5078,0,3,1
COL-0984,Medellín,2024-04-05,11,6.2517,-75.5663,Mixta,Sensor_Fijo,Transporte_Público,65.1,Alto,61,765,50.9,0.76,Lluvioso,0.7,Operación normal,Mañana,0,0,0.7,1.279,1,4,2
COL-0285,Medellín,2024-04-08,18,6.2746,-75.5863,Comercial,Sensor_Móvil,Tráfico_Vehicular,76.7,Alto,93,978,25.9,1.0,Despejado,0.77,Alta afluencia peatonal,Noche,1,1,0.972,2.9614,1,4,2
COL-0493,Medellín,2024-04-21,21,6.2611,-75.5937,Residencial,Sensor_Fijo,Transporte_Público,45.7,Bajo,27,253,36.2,0.24,Despejado,0.77,Mercado informal,Noche,0,0,0.252,1.2624,1,4,2
COL-0916,Medellín,2024-05-01,14,6.2744,-75.5829,Mixta,Sensor_Ciudadano,Transporte_Público,69.5,Alto,55,787,40.2,0.73,Lluvioso,0.87,Obra en construcción,Tarde,0,1,0.658,1.7289,1,5,2
